2026-08-19T15:35:04.261125+00:00,110130,Birendra,squat,good,squat_good,-6.897695,-0.507571,7.575254,-0.091663,-0.027712,-0.014389,-8.59279,1.347936,-2.377442,-0.082603,-0.032775,0.033041
2026-08-19T15:35:04.261125+00:00,110149,Birendra,squat,good,squat_good,-6.885724,-0.531513,7.548918,-0.09193,-0.02638,-0.013856,-8.595184,1.352724,-2.365471,-0.083936,-0.038104,0.03011
2026-08-19T15:35:04.261125+00:00,110170,Birendra,squat,good,squat_good,-6.876147,-0.531513,7.599196,-0.094861,-0.019452,-0.011724,-8.590396,1.33357,-2.367866,-0.084735,-0.041568,0.021051
2026-08-19T15:35:04.261125+00:00,110190,Birendra,squat,good,squat_good,-6.885724,-0.538695,7.582437,-0.096193,-0.020784,-0.009326,-8.559271,1.355118,-2.382231,-0.08287,-0.042634,0.012257
2026-08-19T15:35:04.261125+00:00,110210,Birendra,squat,good,squat_good,-6.907272,-0.54109,7.608773,-0.096459,-0.023715,-0.011724,-8.566454,1.338359,-2.351106,-0.079672,-0.042368,0.007194
2026-08-19T15:35:04.261125+00:00,110231,Birendra,squat,good,squat_good,-6.909666,-0.560243,7.589619,-0.095926,-0.022116,-0.013057,-8.564059,1.364695,-2.379837,-0.075942,-0.042634,0.004263
2026-08-19T15:35:04.261125+00:00,110249,Birendra,squat,good,squat_good,-6.890512,-0.567426,7.589619,-0.092462,-0.023715,-0.013856,-8.576031,1.37906,-2.375048,-0.076741,-0.041835,0.001066
2026-08-19T15:35:04.261125+00:00,110269,Birendra,squat,good,squat_good,-6.871359,-0.548272,7.582437,-0.092462,-0.020518,-0.01279,-8.60955,1.383849,-2.387019,-0.078606,-0.041568,-0.003997
2026-08-19T15:35:04.261125+00:00,110289,Birendra,squat,good,squat_good,-6.873753,-0.550666,7.592013,-0.092995,-0.016787,-0.008793,-8.590396,1.364695,-2.372654,-0.080738,-0.040502,-0.005596
2026-08-19T15:35:04.261125+00:00,110310,Birendra,squat,good,squat_good,-6.890512,-0.560243,7.587225,-0.092196,-0.016254,-0.007994,-8.602366,1.35033,-2.37026,-0.083403,-0.039436,-0.002665
2026-08-19T15:35:04.261125+00:00,110330,Birendra,squat,good,squat_good,-6.914454,-0.538695,7.64708,-0.092462,-0.022916,-0.010658,-8.554482,1.362301,-2.322376,-0.079939,-0.032242,0.006395
2026-08-19T15:35:04.261125+00:00,110349,Birendra,squat,good,squat_good,-6.909666,-0.548272,7.627927,-0.090597,-0.028511,-0.014389,-8.549694,1.391031,-2.329558,-0.0866,-0.031443,0.006662
2026-08-19T15:35:04.261125+00:00,110369,Birendra,squat,good,squat_good,-6.919243,-0.577003,7.594408,-0.087933,-0.033041,-0.019185,-8.540117,1.352724,-2.341529,-0.085268,-0.024248,0.000799
2026-08-19T15:35:04.261125+00:00,110389,Birendra,squat,good,squat_good,-6.926425,-0.557849,7.623138,-0.086867,-0.039436,-0.020784,-8.552089,1.386243,-2.351106,-0.081271,-0.023715,-0.000266
2026-08-19T15:35:04.261125+00:00,110409,Birendra,squat,good,squat_good,-6.914454,-0.531513,7.625533,-0.085002,-0.041835,-0.019452,-8.576031,1.340753,-2.382231,-0.079139,-0.025847,0.0
2026-08-19T15:35:04.261125+00:00,110430,Birendra,squat,good,squat_good,-6.924031,-0.54109,7.57286,-0.084469,-0.042634,-0.019985,-8.590396,1.386243,-2.389413,-0.079406,-0.018652,-0.006129
2026-08-19T15:35:04.261125+00:00,110449,Birendra,squat,good,squat_good,-6.902483,-0.526724,7.563283,-0.081804,-0.0437,-0.019185,-8.552089,1.355118,-2.384625,-0.079672,-0.022383,-0.001066
2026-08-19T15:35:04.261125+00:00,110469,Birendra,squat,good,squat_good,-6.909666,-0.543484,7.563283,-0.081538,-0.044766,-0.017587,-8.554482,1.39582,-2.387019,-0.078606,-0.018919,0.000533
2026-08-19T15:35:04.261125+00:00,110489,Birendra,squat,good,squat_good,-6.940791,-0.54109,7.541735,-0.084202,-0.051427,-0.019718,-8.554482,1.345541,-2.413355,-0.081005,-0.019718,0.006928
2026-08-19T15:35:04.261125+00:00,110509,Birendra,squat,good,squat_good,-6.92882,-0.519542,7.580042,-0.08207,-0.046631,-0.02185,-8.564059,1.340753,-2.403779,-0.077008,-0.014922,0.005063
2026-08-19T15:35:04.261125+00:00,110531,Birendra,squat,good,squat_good,-6.938396,-0.512359,7.524976,-0.085801,-0.044766,-0.018652,-8.578424,1.347936,-2.39899,-0.071145,-0.013323,-0.001865
2026-08-19T15:35:04.261125+00:00,110550,Birendra,squat,good,squat_good,-6.943185,-0.545878,7.534553,-0.086334,-0.045032,-0.011458,-8.561666,1.335965,-2.367866,-0.06928,-0.018652,-0.006395
2026-08-19T15:35:04.261125+00:00,110569,Birendra,squat,good,squat_good,-6.947973,-0.572214,7.493851,-0.080738,-0.050361,-0.01359,-8.506598,1.314417,-2.360683,-0.062619,-0.014123,-0.00373
